marca,modelo,año,precio,transmisión,rendimiento,combustible,litros
 Nissan , Altima ,2018," 307,999 ",Automático,15.9,,2.5
 Mazda , Mazda 2 ,2020," 372,999 ",Automático,18.5,,1.5
 Ford , Fiesta ,2016," 220,999 ",Automático,16.1,,
 Ford , Explorer ,2018," 595,999 ",Automático,9.3,,
 Mini , Cooper S ,2020," 509,999 ",Automático,13.3,,
 Nissan , Sentra ,2018," 246,999 ",Automático,17.2,,
 Seat , Arona ,2018," 329,999 ",Automático,14.3,,
 Honda , Civic ,2015," 247,999 ",Manual,11.2,,1.8
 Nissan , March ,2019," 235,999 ",Manual,16.1,,1.6
 Ford , Escape ,2017," 309,999 ",Automático,9.8,,2.5
 Kia , Forte ,2018," 249,999 ",Manual,15.9,,2
 Mazda , Mazda 3 ,2020," 380,999 ",Automático,9.6,,2.5
 Honda , CR-V ,2018," 431,999 ",Automático,9.7,,1.5
 Toyota , Corolla ,2017," 316,999 ",Automático,9.4,,1.8
 Mazda , Mazda 2 ,2018," 257,999 ",Manual,18.5,,1.5
 Volkswagen , Vento ,2019," 261,999 ",Manual,13.9,,1.6
 Mercedes Benz , Clase E ,2013," 312,999 ",Automático,9.7,,3.5
 Mazda , Mazda 2 ,2017," 249,999 ",Manual,18.5,,1.5
 Toyota , Highlander ,2017," 506,999 ",Automático,9.9,,3.5
 Dodge , Attitude ,2020," 248,999 ",Manual,20.4,,1.2
 Chevrolet , Sonic ,2016," 249,999 ",Manual,14.7,,1.4
 Volkswagen , Golf SportWagen ,2016," 324,999 ",Manual,16.7,,2
 Volkswagen , Jetta A6 ,2016," 241,999 ",Automático,11.8,,2.5
 Toyota , Sienna ,2017," 411,999 ",Automático,9.6,,3.5
 Volkswagen , Beetle ,2015," 272,999 ",Manual,11.4,,2.5
 Hyundai , Sonata ,2018," 323,999 ",Automático,13.3,,2.4
 Audi , Q2 ,2019," 546,999 ",Automático,14.9,,1.4
 Mazda , Mazda 2 ,2019," 281,999 ",Manual,18.5,,1.5
 Nissan , Kicks ,2019," 362,999 ",Automático,17.5,,1.6
 Toyota , Prius ,2018," 406,999 ",Automático,31.3,,1.8
 Audi , A5 Sportback ,2018," 660,999 ",Automático,12.7,,2
 Nissan , Versa ,2019," 248,999 ",Automático,18.2,,1.6
 Kia , Rio ,2018," 275,999 ",Manual,15.6,,1.6
 Dodge , Vision ,2017," 206,999 ",Automático,13.5,,1.6
 Suzuki , Vitara ,2018," 332,999 ",Automático,16.1,,1.6
 Audi , Q2 ,2018," 502,999 ",Automático,14.9,,1.4
 Chevrolet , Aveo ,2018," 222,999 ",Manual,17.5,,
 Volkswagen , Passat ,2016," 301,999 ",Automático,11.5,,
 Kia , Sportage ,2018," 377,999 ",Automático,12.7,,
 Mazda , CX-5 ,2015," 316,999 ",Automático,10,,
 Hyundai , Grand i10 ,2018," 205,999 ",Manual,17.5,,
 Mazda , CX-5 ,2016," 304,999 ",Automático,14.5,,
 Kia , Rio ,2018," 245,999 ",Manual,15.6,,
 Kia , Rio ,2018," 257,999 ",Manual,15.2,,
 Hyundai , Elantra ,2019," 362,999 ",Automático,17.5,,2
 Renault , Fluence ,2016," 233,999 ",Automático,8.7,,2
 Honda , Pilot ,2016," 428,999 ",Automático,9.5,,3.5
 Infiniti , QX60 ,2017," 490,999 ",Automático,9.6,,3.5
 Suzuki , Grand Vitara ,2017," 333,999 ",Automático,11.2,,2.4
 Chevrolet , Cavalier ,2018," 235,999 ",Automático,16.7,,1.5
 Suzuki , Vitara ,2020," 415,999 ",Automático,15.9,,
 Chevrolet , Aveo ,2017," 194,999 ",Automático,16.7,,
 Hyundai , Tucson ,2017," 343,999 ",Automático,14.5,,
 Hyundai , Tucson ,2017," 344,999 ",Automático,14.5,,
 Volkswagen , Beetle ,2017," 338,999 ",Automático,11.6,,
 Honda , CR-V ,2019," 461,999 ",Automático,9.7,,
 Infiniti , QX60 ,2015," 389,999 ",Automático,9.6,,3.5
 Bmw , Serie 3 ,2018," 487,999 ",Automático,17.9,,1.5
 Volkswagen , Jetta A6 ,2018," 335,999 ",Automático,11.8,,2.5
 Volkswagen , Passat ,2016," 291,999 ",Automático,11.5,,2.5
 Seat , Ateca ,2020," 551,999 ",Automático,17.9,,1.4
 Mini , Cooper ,2019," 471,999 ",Automático,17.5,,1.5
 Seat , Ibiza ,2017," 221,999 ",Manual,9.2,,
 Chevrolet , Spark ,2018," 239,999 ",Manual,18.5,,
 Kia , Forte ,2017," 297,999 ",Automático,13.2,,
 Chevrolet , Spark ,2019," 248,999 ",Manual,18.5,,
 Nissan , NP300 Frontier ,2020," 550,999 ",Manual,9.8,,
 Bmw , Serie 3 ,2017," 421,999 ",Automático,12.8,,2
 Bmw , Serie 7 ,2016," 888,999 ",Automático,6.1,,"4,4"
 Mini , John Cooper Works ,2018," 521,999 ",Automático,11.1,,2
 Nissan , Versa ,2018," 212,999 ",Manual,16.4,,1.6
 Honda , CR-V ,2014," 285,999 ",Automático,8.4,,2.4
 Volkswagen , Jetta A6 ,2017," 262,999 ",Automático,11.8,,2.5
 Chevrolet , Sonic ,2017," 208,999 ",Manual,14.7,,1.6
 Mercedes Benz , Clase A ,2017," 371,999 ",Automático,14.7,,1.6
 Nissan , Kicks ,2018," 334,999 ",Automático,16.9,,1.6
 Hyundai , Tucson ,2017," 349,999 ",Automático,14.5,,2
 Nissan , X Trail ,2016," 278,999 ",Automático,13.2,,2.5
 Nissan , Sentra ,2018," 265,999 ",Automático,17.2,,1.8
 Audi , A6 ,2014," 389,999 ",Automático,12,,3
 Kia , Rio ,2019," 275,999 ",Automático,15.6,,1.6
 Jeep , Grand Cherokee ,2017," 647,999 ",Automático,7,,5.7
 Volkswagen , Tiguan ,2013," 249,999 ",Automático,9.9,,2
 Chevrolet , Trax ,2016," 243,999 ",Automático,15.2,,1.8
 Kia , Forte ,2018," 293,999 ",Automático,15.9,,2
 Dodge , Neon ,2018," 228,999 ",Manual,Gasolina,,1.4
 Seat , Leon ,2016," 296,999 ",Automático,17.9,,1.4
 Ford , Focus ,2017," 272,999 ",Manual,15.2,,2
 Mazda , Mazda 6 ,2016," 251,999 ",Automático,14.1,,2.5
 Mercedes Benz , Clase Glc ,2017," 583,999 ",Automático,10.6,,2
 Nissan , NP 300 ,2019," 438,999 ",Manual,9,,2.5
 Mazda , CX-5 ,2017," 355,999 ",Automático,14.5,,2
 Nissan , Altima ,2017," 300,999 ",Automático,15.6,,2.5
 Nissan , Sentra ,2018," 256,999 ",Manual,14.3,,1.8
 Nissan , Sentra ,2018," 318,999 ",Automático,16.7,,1.8
 Suzuki , Swift ,2016," 229,999 ",Manual,19.6,,1.4
 Audi , Q5 Quattro ,2016," 386,999 ",Automático,9.4,Gasolina,2
 Volkswagen , Vento ,2019," 262,999 ",Automático,9.6,,1.6
 Nissan , Tiida ,2018," 208,999 ",Automático,12.7,,1.8
 Chevrolet , Trax ,2019," 300,999 ",Manual,16.9,,1.8
 Chevrolet , Aveo ,2017," 209,999 ",Automático,16.7,,
 Buick , Envision ,2019," 518,999 ",Automático,12.7,,
 Nissan , X Trail ,2016," 295,999 ",Automático,13.2,,
 Ford , Fiesta ,2016," 206,999 ",Automático,16.1,,
 Volkswagen , Jetta A7 ,2020," 376,999 ",Automático,15.9,,
 Nissan , Versa ,2019," 244,999 ",Automático,18.2,,
 Ford , Fiesta ,2016," 186,999 ",Manual,16.1,,
 Honda , CR-V ,2013," 276,999 ",Automático,8.4,,
 Mazda , Mazda 3 ,2018," 320,999 ",Automático,9.6,,
 Mazda , CX-5 ,2018," 412,999 ",Automático,14.5,,
 Dodge , Vision ,2017," 201,999 ",Manual,13.5,,
 Kia , Sedona ,2019," 509,999 ",Automático,9.8,,
 Mazda , CX-5 ,2015," 321,999 ",Automático,14.7,,
 Nissan , Kicks ,2019," 365,999 ",Automático,17.5,,
 Honda , CR-V ,2017," 407,999 ",Automático,9.7,Gasolina,1.5
 Toyota , RAV4 ,2016," 339,999 ",Automático,13.9,,"2,5"
 Jeep , Grand Cherokee ,2015," 473,999 ",Automático,7,,5.7
 Chevrolet , Trax ,2018," 287,999 ",Automático,15.2,,1.8
 Honda , CR-V ,2017," 447,999 ",Automático,9.7,,1.5
 Nissan , X Trail ,2018," 332,999 ",Automático,13.5,,2.5
 Volkswagen , Vento ,2019," 248,999 ",Manual,14.3,,1.6
 Seat , Ibiza ,2021," 349,999 ",Manual,15.9,,1.6
 Volkswagen , Jetta A6 ,2016," 268,999 ",Automático,11.8,,2.5
 Honda , CR-V ,2014," 283,999 ",Automático,8.4,,2.4
 Audi , A5 Sportback ,2016," 488,999 ",Automático,12,,2
 Chevrolet , Sonic ,2017," 201,999 ",Manual,14.7,,1.6
 Kia , Rio ,2019," 255,999 ",Manual,15.6,,1.6
 Buick , Envision ,2019," 535,999 ",Automático,12.7,,
 Smart , Forfour ,2017," 295,999 ",Automático,19.2,,1
 Mercedes Benz , Clase Gla ,2019," 641,999 ",Automático,12.7,,2
 Honda , City ,2020," 284,999 ",Manual,16.4,,1.5
 Hyundai , Accent ,2018," 282,999 ",Automático,16.1,,1.6
 Bmw , X3 ,2021," 1,222,999 ",Automático,33.3,,2
 Volkswagen , Jetta A6 ,2016," 350,999 ",Automático,14.7,,2
 Mercedes Benz , Clase Gle ,2017," 728,999 ",Automático,8.9,,
 Chevrolet , Sonic ,2016," 255,999 ",Manual,14.7,,
 Hyundai , Tucson ,2017," 349,999 ",Automático,14.5,,
 Toyota , Prius ,2018," 333,999 ",Automático,28.6,,
 Bmw , Serie 5 ,2019," 1,530,999 ",Automático,8.9,,"4,4"
 Chevrolet , Aveo ,2018," 218,999 ",Automático,16.7,,
 Volkswagen , Tiguan ,2017," 339,999 ",Automático,9.9,,2
 Chevrolet , Trax ,2016," 266,999 ",Automático,15.2,,1.8
 Kia , Forte ,2017," 257,999 ",Manual,14.1,,2
 Volkswagen , Jetta A6 ,2016," 234,999 ",Automático,11.8,,2.5
 Chevrolet , Trax ,2018," 292,999 ",Automático,15.2,,1.8
 Mazda , CX-5 ,2016," 299,999 ",Automático,14.5,,2
 Volkswagen , Tiguan ,2020," 557,999 ",Automático,14.9,,
 Mazda , Mazda 2 ,2018," 272,999 ",Automático,18.5,,
 Toyota , C-Hr ,2018," 361,999 ",Automático,14.3,,
 Nissan , Maxima ,2018," 461,999 ",Automático,8.1,,
 Nissan , Kicks ,2020," 333,999 ",Manual,15.9,,
 Fiat , Uno ,2020," 253,999 ",Manual,11.9,,1.3
 Chevrolet , Spark ,2017," 204,999 ",Manual,18.5,,1.4
 Seat , Ibiza ,2020," 305,999 ",Manual,15.9,,1.6
 Bmw , Serie 3 ,2017," 395,999 ",Automático,12.8,,2
 Acura , RDX ,2014," 314,999 ",Automático,8.2,,2.5
 Honda , Accord ,2017," 356,999 ",Automático,9.9,,2.4
 Kia , Forte ,2018," 261,999 ",Manual,15.9,,2
 Suzuki , Ignis ,2020," 269,999 ",Manual,19.6,,1.2
 Bmw , Serie 1 ,2019," 473,999 ",Automático,17.9,,1.5
 Hyundai , Creta ,2020,,Manual,14.7,,1.6
 Chevrolet , Cavalier ,2021," 356,999 ",Automático,16.7,,1.5
 Volkswagen , Vento ,2019," 245,999 ",Manual,14.3,,1.6
 Volkswagen , Jetta A6 ,2018," 279,999 ",Automático,12.7,,2
 Toyota , Sienna ,2014," 404,999 ",Automático,9.6,,3.5
 Suzuki , Swift ,2019," 271,999 ",Manual,19.6,,1.2
 Chevrolet , Trax ,2019," 289,999 ",Manual,16.9,,1.8
 Infiniti , Q50 ,2018," 464,999 ",Automático,10.5,,3.7
 Fiat , Mobi ,2018," 188,999 ",Manual,15.2,,1
 Audi , A8 Quattro ,2017," 994,999 ",Automático,8.8,,4
 Mercedes Benz , Clase E ,2019," 1,094,999 ",Automático,9,,3
 Mini , Cooper ,2020," 478,999 ",Automático,17.5,,1.5
 Honda , CR-V ,2014," 293,999 ",Automático,8.4,,2.4
 Mercedes Benz , Clase Cla ,2018," 498,999 ",Automático,15.4,,1.6
 Chevrolet , Spark ,2018," 223,999 ",Automático,18.9,,1.4
 Renault , Twizy ,2019," 344,999 ",Automático,0,,
 Chevrolet , Spark ,2017," 209,999 ",Manual,18.5,,1.4
 Mazda , CX-5 ,2018," 450,999 ",Automático,10,,2.5
 Seat , Ibiza ,2016," 234,999 ",Manual,15.9,,1.6
 Nissan , Versa ,2018," 217,999 ",Manual,16.4,,
 Hyundai , Accent ,2018," 280,999 ",Automático,16.1,,
 Kia , Rio ,2017," 217,999 ",Manual,15.6,,
 Cadillac , XT5 ,2017," 526,999 ",Automático,9.8,,
 Kia , Sportage ,2019," 413,999 ",Automático,12.7,,
 Mazda , Cx-3 ,2017," 323,999 ",Automático,15.4,,
 Volkswagen , Tiguan ,2018," 400,999 ",Automático,14.9,,1.4
 Toyota , Yaris ,2018," 278,999 ",Automático,17.5,,1.5
 Seat , Ibiza ,2017," 259,999 ",Automático,15.9,,1.6
 Toyota , C-Hr ,2019," 422,999 ",Automático,14.3,,2
 Audi , S5 ,2016," 666,999 ",Automático,10.6,,3
 Jeep , Cherokee ,2016," 358,999 ",Automático,9.9,,2.4
 Honda , Hr-V ,2016," 292,999 ",Automático,15.2,,
 Honda , CR-V ,2014," 287,999 ",Automático,8.4,,
 Chevrolet , Trax ,2016," 246,999 ",Automático,15.2,,
 Seat , Ibiza ,2016," 240,999 ",Automático,15.9,,
 Ford , Figo ,2018," 210,999 ",Manual,17.9,,
 Ford , Fiesta ,2016," 191,999 ",Automático,16.1,,
 Hyundai , Tucson ,2018," 393,999 ",Automático,14.5,,2
 Bmw , Serie 3 ,2018," 446,999 ",Automático,17.9,,1.5
 Volkswagen , Jetta A6 ,2017," 235,999 ",Automático,12.7,,2
 Mercedes Benz , Clase A ,2015," 641,999 ",Automático,10.4,,2
 Chevrolet , Aveo ,2020," 257,999 ",Manual,17.5,,1.6
 Volkswagen , Vento ,2018," 221,999 ",Manual,14.3,,1.6
 Mazda , Mazda 3 ,2017," 300,999 ",Automático,9.8,,
 Volkswagen , Beetle ,2015," 273,999 ",Manual,11.4,,
 Mazda , Mazda 2 ,2019," 308,999 ",Automático,18.5,,1.5
 Chevrolet , Cavalier ,2020," 319,999 ",Automático,16.7,,1.5
 Audi , A3 ,2017," 445,999 ",Automático,11,,2
 Honda , Fit ,2019," 274,999 ",Manual,15.9,,
 Chevrolet , Trax ,2019," 301,999 ",Manual,16.9,,1.8
 Mazda , CX-5 ,2016," 350,999 ",Automático,10,,2.5
 Volkswagen , Jetta A6 ,2017," 250,999 ",Manual,11.6,,2.5
 Hyundai , ix35 ,2015," 263,999 ",Automático,14.5,,2
 Ford , Edge ,2013,,Automático,9.7,,3.5
 Mazda , MX-5 ,2017," 401,999 ",Automático,13.5,,2
 Volkswagen , Jetta A7 ,2019," 350,999 ",Automático,15.9,,
 Mitsubishi , Mirage ,2019," 221,999 ",Automático,20.8,,
 Jac , SEI4 ,2021," 418,999 ",Automático,14,,
 Renault , Kangoo ,2019," 321,999 ",Manual,14.3,,
 Jeep , Wrangler ,2018," 739,999 ",Automático,8.6,,
 Nissan , Versa ,2019," 263,999 ",Automático,18.2,,
 Audi , A1 ,2016," 357,999 ",Automático,14.9,,2
 Hyundai , Elantra ,2016," 248,999 ",Automático,17.5,,1.8
 Ford , Escape ,2017," 296,999 ",Automático,9.8,,2.5
 Bmw , Serie 3 ,2018," 566,999 ",Automático,12.8,,2
 Fiat , Uno ,2018,,Manual,14.7,,1.4
 Seat , Ibiza ,2019," 286,999 ",Manual,15.9,,1.6
 Volkswagen , Vento ,2019," 245,999 ",Manual,14.3,,
 Volkswagen , Jetta A7 ,2019," 342,999 ",Automático,15.9,,
 Dodge , Neon ,2018," 249,999 ",Automático,13.3,,
 Seat , Leon ,2018," 313,999 ",Automático,17.9,,
 Chevrolet , Aveo ,2019," 240,999 ",Automático,16.7,,
 Honda , Hr-V ,2018," 373,999 ",Automático,15.2,,
 Mazda , Mazda 3 ,2018," 311,999 ",Manual,8.9,,
 Audi , A4 ,2018," 464,999 ",Automático,15.4,,
 Nissan , Versa ,2019," 266,999 ",Automático,18.2,,
 Volkswagen , Vento ,2020," 280,999 ",Automático,16.7,,
 Ford , Figo ,2017," 189,999 ",Automático,17.2,,1.5
 Toyota , Prius ,2017," 352,999 ",Automático,31.3,,1.8
 Mazda , CX-5 ,2016," 347,999 ",Automático,10,,2.5
 Nissan , Altima ,2018," 332,999 ",Automático,14.9,,2.5
 Mazda , Mazda 3 ,2018," 333,999 ",Automático,9.8,,2.5
 Ford , Lobo ,2019," 845,999 ",Automático,8.8,,5
 Chevrolet , Spark ,2017," 182,999 ",Manual,18.9,,1.4
 Seat , Ibiza ,2016," 256,999 ",Manual,17.5,,1.2
 Mazda , Cx-3 ,2017," 325,999 ",Automático,15.4,,2
 Kia , Sportage ,2017," 370,999 ",Automático,12.3,,2.4
 Mercedes Benz , Clase Gla ,2019," 566,999 ",Automático,13.5,,1.6
 Mazda , Mazda 3 ,2018," 306,999 ",Manual,8.9,,2.5
 Honda , Accord ,2018," 510,999 ",Automático,9.9,,2
 Ford , Edge ,2013," 255,999 ",Automático,9.7,,3.5
 Jeep , Compass ,2016," 286,999 ",Automático,12.7,,2.4
 Mini , Cooper S ,2017," 450,999 ",Automático,13.3,,2
 Kia , Rio ,2020," 272,999 ",Manual,15.6,,1.6
 Honda , CR-V ,2014," 289,999 ",Automático,9.7,,2.4
 Infiniti , Q50 ,2015," 309,999 ",Automático,10.5,,3.7
 Toyota , Corolla ,2016," 227,999 ",Automático,15.9,,1.8
 Buick , Regal ,2017," 390,999 ",Automático,9.6,,2
 Mercedes Benz , Clase C ,2014," 329,999 ",Automático,11.1,,2
 Mercedes Benz , Clase Cla ,2018," 594,999 ",Automático,11.1,,2
 Chevrolet , Cavalier ,2019," 247,999 ",Manual,17.5,,
 Chevrolet , Trax ,2018," 337,999 ",Automático,15.2,,
 Kia , Forte ,2019," 282,999 ",Manual,15.9,,
 Nissan , NP300 Frontier ,2019," 464,999 ",Manual,9.8,,
 Nissan , Versa ,2019," 265,999 ",Automático,18.2,,
 Chevrolet , Spark ,2017," 196,999 ",Manual,17.9,,
 Mercedes Benz , Clase C ,2018," 602,999 ",Automático,9.1,,
 Fiat , Argo ,2021," 306,999 ",Manual,15.9,,
 Toyota , RAV4 ,2017," 369,999 ",Automático,13.9,,2.5
 Volkswagen , Tiguan ,2017," 345,999 ",Automático,14.9,,
 Volkswagen , Polo ,2020," 282,999 ",Manual,14.5,,
 Audi , A3 ,2019," 441,999 ",Automático,14.3,,
 Honda , Civic ,2018," 358,999 ",Automático,16.7,,2
 Seat , Toledo ,2018," 256,999 ",Manual,19.2,,1
 Seat , Leon ,2017," 418,999 ",Automático,12.3,,2
 Chrysler , Town & Country ,2015," 309,999 ",Automático,7.8,,4
 Suzuki , Vitara ,2018," 340,999 ",Automático,16.1,,1.6
 Chevrolet , Cavalier ,2019," 246,999 ",Manual,17.5,,1.5
 Nissan , Kicks ,2018," 297,999 ",Automático,16.9,,1.6
 Ford , Figo ,2019," 257,999 ",Automático,17.2,,1.5
 Audi , A1 ,2016," 279,999 ",Manual,15.6,,1.4
 Kia , Rio ,2020," 283,999 ",Automático,15.6,,1.6
 Chevrolet , Cavalier ,2019," 237,999 ",Manual,17.5,,1.5
 Kia , Forte ,2018," 321,999 ",Automático,13.2,,2
 Mini , Cooper S ,2017," 383,999 ",Automático,13.3,,2
 Nissan , March ,2020," 255,999 ",Manual,16.1,,1.6
 Seat , Ateca ,2018," 423,999 ",Automático,17.9,,1.4
 Kia , Seltos ,2020," 397,999 ",Automático,14.6,,
 Bmw , X1 ,2018," 539,999 ",Automático,11.8,,
 Hyundai , Elantra ,2015," 242,999 ",Automático,17.5,,
 Volkswagen , Jetta A7 ,2019," 346,999 ",Automático,15.9,,
 Mazda , CX-5 ,2016," 355,999 ",Automático,10,,
 Ford , Figo ,2016," 210,999 ",Automático,17.2,,
 Volkswagen , Golf A7 ,2017," 344,999 ",Automático,15.9,,
 Mazda , Cx-3 ,2019," 357,999 ",Automático,15.4,,
 Ford , Figo ,2019," 253,999 ",Automático,17.2,,
 Nissan , Sentra ,2015," 211,999 ",Automático,17.2,,
 Kia , Rio ,2018," 250,999 ",Automático,15.6,,
 Jeep , Renegade ,2018," 416,999 ",Automático,12.2,,
 Volkswagen , Vento ,2018," 232,999 ",Manual,14.3,,
 Honda , City ,2018," 272,999 ",Automático,18.2,,
 Audi , A7 ,2016," 600,999 ",Automático,11.5,,
 Volkswagen , Jetta A7 ,2020," 372,999 ",Automático,15.9,,
 Kia , Rio ,2018," 254,999 ",Manual,15.6,,
 Hyundai , Santa Fe ,2017," 424,999 ",Automático,10.8,,2
 Nissan , Versa ,2018," 225,999 ",Automático,18.2,,
 Chevrolet , Spark ,2017," 174,999 ",Manual,17.9,,
 Nissan , X Trail ,2016," 302,999 ",Automático,13.2,,
 Seat , Ibiza ,2018," 260,999 ",Automático,15.9,,
 Gmc , Terrain ,2017," 407,999 ",Automático,9,,
 Toyota , Corolla ,2015," 231,999 ",Automático,15.9,,
 Volkswagen , Gol ,2017," 199,999 ",Manual,17.9,,1.6
 Chevrolet , Trax ,2017," 278,999 ",Automático,15.2,,1.8
 Mercedes Benz , Clase E ,2016," 407,999 ",Automático,12,,1.8
 Toyota , RAV4 ,2015," 306,999 ",Automático,14.5,,2.5
 Toyota , Prius ,2017," 360,999 ",Automático,31.3,,1.8
 Mazda , Cx-3 ,2017," 318,999 ",Automático,15.4,,2
 Mercedes Benz , Clase Gle ,2016," 681,999 ",Automático,8.9,,3
 Chevrolet , Cruze ,2018," 271,999 ",Automático,17.2,,1.4
 Mazda , Mazda 3 ,2018," 309,999 ",Manual,8.9,,2.5
 Chevrolet , Sonic ,2016," 178,999 ",Manual,14.7,,1.6
 Dodge , Neon ,2017," 211,999 ",Automático,13.3,,1.6
 Mini , Cooper ,2016," 281,999 ",Automático,17.5,,1.5
 Mini , Cooper ,2019," 426,999 ",Automático,17.5,,1.5
 Hyundai , Santa Fe ,2018," 472,999 ",Automático,10.8,,2
 Ford , Focus ,2017," 283,999 ",Automático,15.2,,2
 Honda , Odyssey ,2018," 636,999 ",Automático,10,,3.5
 Hyundai , Grand i10 ,2019," 241,999 ",Automático,16.7,,1.2
 Honda , Odyssey ,2018," 632,999 ",Automático,9.9,,3.5
 Lincoln , MKX ,2017," 537,999 ",Automático,10.6,,2.7
 Volkswagen , Jetta A6 ,2017," 271,999 ",Automático,11.8,,2.5
 Nissan , Frontier ,2015," 437,999 ",Automático,7.9,,4
 Dodge , Attitude ,2020," 242,999 ",Manual,20.4,,1.2
 Ford , Fiesta ,2018," 230,999 ",Manual,16.1,,1.6
 Volkswagen , Jetta A7 ,2019," 374,999 ",Manual,17.2,,1.4
 Hyundai , Grand i10 ,2017," 199,999 ",Manual,18.2,,
 Nissan , Versa ,2020," 287,999 ",Manual,16.4,,
 Bmw , Serie 1 ,2019," 490,999 ",Automático,13.3,,
 Seat , Ibiza ,2017," 219,999 ",Manual,15.9,,
 Kia , Sportage ,2016," 292,999 ",Automático,12.7,,
 Fiat , Mobi ,2020," 227,999 ",Manual,15.2,,
 Kia , Rio ,2018," 268,999 ",Automático,15.6,,
 Nissan , Versa ,2021," 305,999 ",Manual,16.4,,
 Nissan , Versa ,2018," 212,999 ",Manual,16.4,,
 Ford , Ranger ,2021," 549,999 ",Manual,9.5,,
 Mazda , CX-5 ,2017," 369,999 ",Automático,14.7,,
 Nissan , Kicks ,2018," 307,999 ",Automático,16.9,,
 Seat , Ibiza ,2017," 229,999 ",Manual,15.9,,
 Volkswagen , Tiguan ,2020," 640,999 ",Automático,12,,
 Dodge , Attitude ,2020," 240,999 ",Automático,20.4,,
 Honda , Odyssey ,2015," 361,999 ",Automático,6.5,,"3,5"
 Kia , Rio ,2017," 247,999 ",Manual,15.6,,"1,6"
 Dodge , Journey ,2017," 360,999 ",Automático,8.2,,3.6
 Mazda , Cx-3 ,2018," 355,999 ",Automático,15.4,,
 Honda , Civic ,2018," 348,999 ",Automático,16.7,,
 Honda , Hr-V ,2018," 361,999 ",Automático,15.2,,
 Toyota , RAV4 ,2015," 322,999 ",Automático,13.9,,
 Ford , Fiesta ,2017," 213,999 ",Automático,16.1,,
 Peugeot , 2008 ,2019," 319,999 ",Manual,16.4,,
 Nissan , Sentra ,2017," 277,999 ",Automático,16.7,,1.8
 Volkswagen , Up ,2018," 236,999 ",Manual,16.4,,1
 Honda , City ,2018," 274,999 ",Automático,18.2,,1.5
 Toyota , Sienna ,2017," 527,999 ",Automático,9.6,,3.5
 Chevrolet , Cruze ,2018," 264,999 ",Automático,17.2,,1.4
 Kia , Forte ,2018," 318,999 ",Automático,13.2,,2
 Volkswagen , Jetta A7 ,2019," 348,999 ",Manual,17.2,,1.4
 Nissan , Kicks ,2018," 325,999 ",Automático,17.5,,1.6
 Seat , Ibiza ,2019," 278,999 ",Manual,15.9,,1.6
 Kia , Rio ,2017," 258,999 ",Manual,15.6,,1.6
 Volkswagen , Tiguan ,2019," 565,999 ",Automático,14.9,,1.4
 Kia , Soul ,2017," 310,999 ",Automático,14.7,,1.6
 Nissan , Sentra ,2015," 202,999 ",Manual,14.3,,1.8
 Mini , Countryman ,2018," 449,999 ",Automático,13.3,,2
 Mazda , Mazda 3 ,2016," 265,999 ",Manual,8.9,,2.5
 Dodge , Neon ,2020," 241,999 ",Manual,14.1,,
 Chevrolet , Trax ,2019," 342,999 ",Automático,15.2,,
 Toyota , Yaris ,2020," 300,999 ",Automático,17.2,,1.5
 Seat , Leon ,2019," 349,999 ",Automático,18.2,,
 Toyota , Highlander ,2012," 316,999 ",Automático,9.9,,
 Volkswagen , Tiguan ,2018," 447,999 ",Automático,14.9,,
 Seat , Ateca ,2020," 606,999 ",Automático,17.9,,
 Audi , A3 ,2018," 407,999 ",Automático,16.1,,
 Mazda , CX-5 ,2018," 460,999 ",Automático,10,,
 Suzuki , Grand Vitara ,2014," 240,999 ",Automático,11.2,,2.4
 Renault , Stepway ,2018," 248,999 ",Manual,15.2,,1.6
 Toyota , Corolla ,2017," 291,999 ",Automático,15.9,,1.8
 Ford , Figo ,2019," 252,999 ",Automático,17.2,,1.5
 Mazda , CX-5 ,2018," 460,999 ",Automático,10,,2.5
 Bmw , Serie 2 ,2016," 325,999 ",Automático,13.2,,2
 Toyota , RAV4 ,2015," 326,999 ",Automático,13.9,,2.5
 Mazda , Mazda 3 ,2016," 276,999 ",Automático,9.8,,2.5
 Nissan , Note ,2018," 276,999 ",Automático,16.7,,1.6
 Honda , CR-V ,2014," 270,999 ",Automático,9.7,,2.4
 Honda , Accord ,2016," 301,999 ",Automático,9.9,,2.4
 Nissan , NP300 Frontier ,2020," 492,999 ",Manual,9.8,,2.5
 Seat , Tarraco ,2019," 548,999 ",Automático,15.4,,1.4
 Fiat , Mobi ,2020," 226,999 ",Manual,15.2,,1
 Toyota , Yaris ,2017," 252,999 ",Automático,17.2,,1.5
 Smart , Fortwo ,2017," 295,999 ",Automático,20.4,,1
 Nissan , Kicks ,2018," 342,999 ",Automático,16.9,,1.6
 Dodge , Journey ,2018," 349,999 ",Automático,10.2,,2.4
 Bmw , Serie 5 ,2014," 392,999 ",Automático,11.1,,3
 Volkswagen , Tiguan ,2016," 337,999 ",Automático,9.9,,2
 Mazda , CX-5 ,2016," 311,999 ",Automático,14.5,,2
 Acura , RDX ,2018," 504,999 ",Automático,8.2,,2.5
 Ford , Escape ,2015," 267,999 ",Automático,9.8,,2.5
 Toyota , Yaris ,2017," 221,999 ",Automático,17.2,,1.5
 Honda , City ,2018," 286,999 ",Automático,18.2,,1.5
 Mazda , Mazda 3 ,2016," 258,999 ",Manual,15.4,,2
