marca,modelo,año,precio,transmision,rendimiento,combustible,litros,motor,tipo_vehiculo,pasajeros,gerente_id,colores,caracteristicas,extras,enganche,plazos,fotos_3d,ficha_tecnica,entrega
Audi,Q2,2018,514999.0,Automático,14.9,Gasolina,1.4,V6,Camioneta,7,646e3b245ecacccc95b27c1e,"[{'nombre': 'Blanco', 'valor_hexadecimal': '#FFFFFF', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_413446-MLM35434525288_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_569700-MLM73902667006_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_465904-MLM77491712450_022023-O.jpg']}, {'nombre': 'Gris Claro', 'valor_hexadecimal': '#D3D3D3', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_543661-MLM96244902125_022023-O.jpg']}, {'nombre': 'Plata', 'valor_hexadecimal': '#C0C0C0', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_478684-MLM75155478621_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_150821-MLM82069129764_022023-O.jpg']}, {'nombre': 'Rojo Oscuro', 'valor_hexadecimal': '#8B0000', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_328818-MLM23727026630_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_674575-MLM74342258911_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_447228-MLM40029607563_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_168266-MLM71182465824_022023-O.jpg']}]",['Cámara de visión trasera'],"[{'titulo': 'Asistente de Arranque en Pendientes', 'precio': 3500.0, 'descripcion': 'Facilita el arranque en pendientes sin deslizamientos hacia atrás'}, {'titulo': 'Sistema de Aviso de Cambio de Carril', 'precio': 6500.0, 'descripcion': 'Alerta al conductor cuando se produce un cambio de carril involuntario'}, {'titulo': 'Control de Velocidad de Crucero Adaptativo', 'precio': 8500.0, 'descripcion': 'Ajusta automáticamente la velocidad del vehículo según la distancia con el vehículo que lo precede'}]","[15, 25, 35, 40]","{'12': 4.8, '24': 4.8999999999999995, '36': 5.0, '48': 5.2, '60': 5.3999999999999995}","['https://http2.mlstatic.com/D_NQ_NP_738741-MLM56760298518_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_268907-MLM36574734229_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_925168-MLM31629347970_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_323220-MLM60845610090_022023-O.jpg']",https://github.com/SFMBa01029956/TC3005B.501,"[{'nombre': 'Domicilio', 'precio': 3492, 'descripcion': 'Lo llevamos a la puerta de tu casa'}, {'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}]"
Mazda,Cx-3,2018,330999.0,Automático,15.4,Gasolina,2,V6,SUV,4,646e3b245ecacccc95b27c1e,"[{'nombre': 'Rojo Oscuro', 'valor_hexadecimal': '#8B0000', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_280772-MLM44140983319_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_223017-MLM89083621234_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_654868-MLM66067016910_022023-O.jpg']}, {'nombre': 'Plata', 'valor_hexadecimal': '#C0C0C0', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_265026-MLM80191060903_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_800893-MLM47310153860_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_226253-MLM74339923434_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_821414-MLM79176986618_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_663943-MLM27584411127_022023-O.jpg']}, {'nombre': 'Blanco Perla', 'valor_hexadecimal': '#F8F8FF', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_900101-MLM87332809368_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_924936-MLM18260017984_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_939940-MLM71329555479_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_832327-MLM63460821066_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_474203-MLM33477875140_022023-O.jpg']}, {'nombre': 'Negro Noche', 'valor_hexadecimal': '#2F2F2F', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_205105-MLM33167908282_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_595310-MLM41886609738_022023-O.jpg']}]","['Asientos con calefacción', 'Asientos con memoria']","[{'titulo': 'Encendido Automático de Luces', 'precio': 3500.0, 'descripcion': 'Activa y desactiva las luces del vehículo automáticamente según las condiciones de luz'}, {'titulo': 'Control de Velocidad de Crucero Adaptativo', 'precio': 8500.0, 'descripcion': 'Ajusta automáticamente la velocidad del vehículo según la distancia con el vehículo que lo precede'}, {'titulo': 'Sistema de Frenos de Disco', 'precio': 5000.0, 'descripcion': 'Proporciona un frenado más eficiente y seguro'}, {'titulo': 'Espejos Laterales Eléctricos', 'precio': 2500.0, 'descripcion': 'Permite ajustar los espejos exteriores de forma electrónica'}, {'titulo': 'Sistema de Asistencia de Aparcamiento', 'precio': 7000.0, 'descripcion': 'Facilita el estacionamiento mediante sensores y guías visuales'}]","[10, 20, 25]","{'12': 5.9, '24': 6.0, '36': 6.1000000000000005, '48': 6.300000000000001, '60': 6.5}","['https://http2.mlstatic.com/D_NQ_NP_343488-MLM76716883382_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_218535-MLM89743234830_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_586986-MLM14246519742_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_634232-MLM75433634492_022023-O.jpg']",https://github.com/SFMBa01029956/TC3005B.501,"[{'nombre': 'Domicilio', 'precio': 6158, 'descripcion': 'Lo llevamos a la puerta de tu casa'}, {'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}]"
Renault,Captur,2019,309999.0,Automático,12.0,Gasolina,2,V10,SUV,4,646e3b245ecacccc95b27c1e,"[{'nombre': 'Blanco Perla', 'valor_hexadecimal': '#F8F8FF', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_584509-MLM64583423372_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_210532-MLM51131424457_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_924344-MLM30822900557_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_269381-MLM74319486654_022023-O.jpg']}]",['Asientos con calefacción'],"[{'titulo': 'Encendido Automático de Luces', 'precio': 3500.0, 'descripcion': 'Activa y desactiva las luces del vehículo automáticamente según las condiciones de luz'}, {'titulo': 'Asistente de Arranque en Pendientes', 'precio': 3500.0, 'descripcion': 'Facilita el arranque en pendientes sin deslizamientos hacia atrás'}]","[15, 30, 40]","{'12': 4.5, '24': 4.6, '36': 4.7, '48': 4.9, '60': 5.1}","['https://http2.mlstatic.com/D_NQ_NP_424851-MLM95134203600_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_774633-MLM28386772986_022023-O.jpg']",https://github.com/SFMBa01029956/TC3005B.501,"[{'nombre': 'Domicilio', 'precio': 10128, 'descripcion': 'Lo llevamos a la puerta de tu casa'}, {'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}]"
Nissan,Maxima,2020,617999.0,Automático,8.1,Gasolina,1.8,Inline-6,SUV,5,646e3b245ecacccc95b27c1e,"[{'nombre': 'Blanco Perla', 'valor_hexadecimal': '#F8F8FF', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_159566-MLM65616449785_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_714007-MLM77241646933_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_890952-MLM92745852159_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_101923-MLM36400727791_022023-O.jpg']}, {'nombre': 'Blanco Perla', 'valor_hexadecimal': '#F8F8FF', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_125828-MLM18840128053_022023-O.jpg']}, {'nombre': 'Negro', 'valor_hexadecimal': '#000000', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_242327-MLM39790858292_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_655926-MLM83198604576_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_696196-MLM58388978847_022023-O.jpg']}]","['Conectividad USB', 'Encendido sin llave', 'Sensor de estacionamiento', 'Espejos eléctricos']","[{'titulo': 'Asientos con Memoria', 'precio': 5500.0, 'descripcion': 'Permite guardar y recuperar configuraciones personalizadas de asientos'}, {'titulo': 'Control de Estabilidad Electrónico', 'precio': 5500.0, 'descripcion': 'Mejora la estabilidad y el control del vehículo en situaciones de emergencia'}, {'titulo': 'Sistema de Reconocimiento de Señales de Tráfico', 'precio': 7000.0, 'descripcion': 'Detecta y muestra en el panel de instrumentos las señales de tráfico relevantes'}, {'titulo': 'Sistema de Aviso de Cambio de Carril', 'precio': 6500.0, 'descripcion': 'Alerta al conductor cuando se produce un cambio de carril involuntario'}, {'titulo': 'Control de Crucero Inteligente', 'precio': 8500.0, 'descripcion': 'Mantiene una velocidad constante y segura adaptándose al tráfico'}]","[20, 25, 35]","{'12': 4.5, '24': 4.6, '36': 4.7, '48': 4.9, '60': 5.1}","['https://http2.mlstatic.com/D_NQ_NP_703241-MLM67995792912_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_767852-MLM36090449989_022023-O.jpg']",https://github.com/SFMBa01029956/TC3005B.501,"[{'nombre': 'Domicilio', 'precio': 13775, 'descripcion': 'Lo llevamos a la puerta de tu casa'}, {'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}]"
Ford,Fiesta,2016,190999.0,Manual,16.1,Gasolina,1.6,Inline-4,Sedán,6,646e3b245ecacccc95b27c1e,"[{'nombre': 'Marrón Oscuro', 'valor_hexadecimal': '#8B4513', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_417969-MLM29127904675_022023-O.jpg']}, {'nombre': 'Blanco Nieve', 'valor_hexadecimal': '#FFFAFA', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_801256-MLM42417175194_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_924168-MLM75010195519_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_757041-MLM54300325269_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_823316-MLM75369105115_022023-O.jpg']}, {'nombre': 'Negro Azabache', 'valor_hexadecimal': '#0D0D0D', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_327125-MLM13366872029_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_142232-MLM87527412128_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_481487-MLM34412431109_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_497729-MLM14594983003_022023-O.jpg']}, {'nombre': 'Negro', 'valor_hexadecimal': '#000000', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_918140-MLM70864679586_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_774782-MLM77094158610_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_278931-MLM22361540518_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_165110-MLM94166011340_022023-O.jpg']}]","['Encendido sin llave', 'Control de tracción', 'Asientos con memoria', 'Reproductor de CD/DVD', 'Techo solar']","[{'titulo': 'Luces Delanteras LED', 'precio': 6000.0, 'descripcion': 'Ofrece una iluminación más brillante y nítida con menor consumo de energía'}, {'titulo': 'Espejos Retrovisores con Calefacción', 'precio': 3500.0, 'descripcion': 'Descongela y evita la formación de hielo en los espejos retrovisores'}]","[20, 25, 40]","{'12': 5.0, '24': 5.1, '36': 5.2, '48': 5.4, '60': 5.6}","['https://http2.mlstatic.com/D_NQ_NP_394869-MLM31071946113_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_141055-MLM31115325132_022023-O.jpg']",https://github.com/SFMBa01029956/TC3005B.501,"[{'nombre': 'Domicilio', 'precio': 11082, 'descripcion': 'Lo llevamos a la puerta de tu casa'}, {'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}]"
Dodge,Grand Caravan,2017,364999.0,Automático,7.2,Gasolina,3.6,Inline-4,Camioneta,7,646e3b245ecacccc95b27c1e,"[{'nombre': 'Gris Claro', 'valor_hexadecimal': '#D3D3D3', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_205104-MLM17459324882_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_832314-MLM42942052279_022023-O.jpg']}, {'nombre': 'Gris Claro', 'valor_hexadecimal': '#D3D3D3', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_825518-MLM96269096086_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_311530-MLM77746979971_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_162921-MLM71185984916_022023-O.jpg']}, {'nombre': 'Gris Medio', 'valor_hexadecimal': '#808080', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_921912-MLM68088592297_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_166761-MLM29163430833_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_800992-MLM89929269482_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_671267-MLM70537874351_022023-O.jpg']}]","['Pantalla táctil', 'Sistema de reconocimiento de voz', 'Sistema de frenado regenerativo']","[{'titulo': 'Control de Estabilidad Electrónico', 'precio': 5500.0, 'descripcion': 'Mejora la estabilidad y el control del vehículo en situaciones de emergencia'}]","[10, 20, 30, 35, 40]","{'12': 5.9, '24': 6.0, '36': 6.1000000000000005, '48': 6.300000000000001, '60': 6.5}","['https://http2.mlstatic.com/D_NQ_NP_683794-MLM95997760838_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_369415-MLM65347337339_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_522800-MLM76408784335_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_928176-MLM78124874043_022023-O.jpg']",https://github.com/SFMBa01029956/TC3005B.501,"[{'nombre': 'Domicilio', 'precio': 13869, 'descripcion': 'Lo llevamos a la puerta de tu casa'}, {'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}]"
Nissan,Versa,2019,240999.0,Automático,18.2,Gasolina,1.6,Inline-6,Familiar,5,646e3b245ecacccc95b27c1e,"[{'nombre': 'Marrón Oscuro', 'valor_hexadecimal': '#8B4513', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_100285-MLM89058426366_022023-O.jpg']}, {'nombre': 'Gris Medio', 'valor_hexadecimal': '#808080', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_440193-MLM95176997593_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_914088-MLM51878187815_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_641604-MLM94252281116_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_449900-MLM83988845960_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_197659-MLM16690848954_022023-O.jpg']}]","['Sensor de estacionamiento', 'Asientos con masaje', 'Control de tracción', 'Volante multifuncional', 'Frenos ABS']","[{'titulo': 'Control de Crucero Inteligente', 'precio': 8500.0, 'descripcion': 'Mantiene una velocidad constante y segura adaptándose al tráfico'}, {'titulo': 'Luces Delanteras LED', 'precio': 6000.0, 'descripcion': 'Ofrece una iluminación más brillante y nítida con menor consumo de energía'}, {'titulo': 'Asistente de Arranque en Pendientes', 'precio': 3500.0, 'descripcion': 'Facilita el arranque en pendientes sin deslizamientos hacia atrás'}, {'titulo': 'Sistema de Asistencia de Aparcamiento', 'precio': 7000.0, 'descripcion': 'Facilita el estacionamiento mediante sensores y guías visuales'}]","[10, 15, 20]","{'12': 4.5, '24': 4.6, '36': 4.7, '48': 4.9, '60': 5.1}",['https://http2.mlstatic.com/D_NQ_NP_805558-MLM26488323782_022023-O.jpg'],https://github.com/SFMBa01029956/TC3005B.501,"[{'nombre': 'Domicilio', 'precio': 9176, 'descripcion': 'Lo llevamos a la puerta de tu casa'}, {'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}]"
Toyota,Highlander,2019,564999.0,Automático,9.9,Gasolina,3.5,V8,SUV,6,646e3b245ecacccc95b27c1e,"[{'nombre': 'Gris Claro', 'valor_hexadecimal': '#D3D3D3', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_484135-MLM19194790966_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_295871-MLM64146045294_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_396114-MLM90394349435_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_982250-MLM47736826830_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_813539-MLM74418977882_022023-O.jpg']}, {'nombre': 'Gris Azulado', 'valor_hexadecimal': '#708090', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_307015-MLM11352509091_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_865537-MLM43171215807_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_936860-MLM80380051496_022023-O.jpg']}, {'nombre': 'Marrón Oscuro', 'valor_hexadecimal': '#8B4513', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_416692-MLM71660851992_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_357228-MLM69574395439_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_896943-MLM28472929518_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_302104-MLM52397856967_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_843581-MLM88009417000_022023-O.jpg']}, {'nombre': 'Gris Medio', 'valor_hexadecimal': '#808080', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_884612-MLM86272329915_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_357914-MLM54115154991_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_710443-MLM74954446858_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_261436-MLM77530777504_022023-O.jpg']}]","['Techo solar', 'Encendido sin llave', 'Sistema de reconocimiento de voz', 'Aire acondicionado']","[{'titulo': 'Espejos Retrovisores Plegables Eléctricamente', 'precio': 4000.0, 'descripcion': 'Permite plegar los espejos retrovisores de forma eléctrica para facilitar el estacionamiento'}, {'titulo': 'Espejos Laterales Eléctricos', 'precio': 2500.0, 'descripcion': 'Permite ajustar los espejos exteriores de forma electrónica'}]","[10, 20, 35, 40]","{'12': 4.7, '24': 4.8, '36': 4.9, '48': 5.1000000000000005, '60': 5.3}",['https://http2.mlstatic.com/D_NQ_NP_118398-MLM64644087056_022023-O.jpg'],https://github.com/SFMBa01029956/TC3005B.501,"[{'nombre': 'Domicilio', 'precio': 7682, 'descripcion': 'Lo llevamos a la puerta de tu casa'}, {'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}]"
Chevrolet,Sonic,2016,178999.0,Manual,14.5,Gasolina,1.6,V8 Twin-Turbo,Familiar,5,646e3b245ecacccc95b27c1e,"[{'nombre': 'Blanco Perla', 'valor_hexadecimal': '#F8F8FF', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_364476-MLM44094125368_022023-O.jpg']}, {'nombre': 'Rojo Oscuro', 'valor_hexadecimal': '#8B0000', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_627962-MLM81297088644_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_219870-MLM99484826367_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_683133-MLM21139332436_022023-O.jpg']}, {'nombre': 'Azul Oscuro', 'valor_hexadecimal': '#00008B', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_966471-MLM13296175653_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_728956-MLM95795845833_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_269373-MLM63554481127_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_359079-MLM53051603739_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_889124-MLM97355381289_022023-O.jpg']}]","['Control de crucero', 'Sensor de estacionamiento', 'Control de tracción', 'Sistema de frenado regenerativo', 'Asientos con calefacción']","[{'titulo': 'Asientos Calefaccionados', 'precio': 5000.0, 'descripcion': 'Proporciona calor en los asientos para mayor confort en climas fríos'}, {'titulo': 'Sistema de Navegación GPS', 'precio': 9000.0, 'descripcion': 'Proporciona indicaciones de navegación precisas y actualizadas'}]","[15, 20, 25, 30, 35]","{'12': 5.3, '24': 5.3999999999999995, '36': 5.5, '48': 5.7, '60': 5.8999999999999995}","['https://http2.mlstatic.com/D_NQ_NP_459580-MLM43852111001_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_385602-MLM45402425241_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_163548-MLM52391094967_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_829279-MLM69597354704_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_771419-MLM48277795774_022023-O.jpg']",https://github.com/SFMBa01029956/TC3005B.501,"[{'nombre': 'Domicilio', 'precio': 10773, 'descripcion': 'Lo llevamos a la puerta de tu casa'}, {'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}]"
Hyundai,Accent,2019,286999.0,Automático,16.1,Gasolina,1.6,Inline-3,Hatchback,4,646e3b245ecacccc95b27c1e,"[{'nombre': 'Gris Claro', 'valor_hexadecimal': '#D3D3D3', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_832561-MLM49855345250_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_877149-MLM56751822754_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_100716-MLM29357759069_022023-O.jpg']}, {'nombre': 'Blanco', 'valor_hexadecimal': '#FFFFFF', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_371088-MLM79931317724_022023-O.jpg']}, {'nombre': 'Negro Azabache', 'valor_hexadecimal': '#0D0D0D', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_776085-MLM27357298394_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_951301-MLM11448295828_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_225495-MLM35283607699_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_513083-MLM28729699719_022023-O.jpg']}]","['Encendido sin llave', 'Espejos eléctricos', 'Sistema de reconocimiento de voz', 'Asientos de cuero', 'Control de tracción']","[{'titulo': 'Volante Forrado en Cuero', 'precio': 3000.0, 'descripcion': 'Proporciona un agarre suave y cómodo durante la conducción'}]",[10],"{'12': 4.2, '24': 4.3, '36': 4.4, '48': 4.6000000000000005, '60': 4.8}",['https://http2.mlstatic.com/D_NQ_NP_137118-MLM84609591625_022023-O.jpg'],https://github.com/SFMBa01029956/TC3005B.501,"[{'nombre': 'Domicilio', 'precio': 4096, 'descripcion': 'Lo llevamos a la puerta de tu casa'}, {'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}]"
Bmw,Serie 4,2016,399999.0,Automático,12.8,Gasolina,2,V10,SUV,7,646e3b245ecacccc95b27c1e,"[{'nombre': 'Negro Azabache', 'valor_hexadecimal': '#0D0D0D', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_751779-MLM55512146379_022023-O.jpg']}, {'nombre': 'Negro Noche', 'valor_hexadecimal': '#2F2F2F', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_495957-MLM58495650618_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_310323-MLM70215229770_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_878492-MLM84979603499_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_615432-MLM67950311937_022023-O.jpg']}, {'nombre': 'Blanco Perla', 'valor_hexadecimal': '#F8F8FF', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_844255-MLM50120397873_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_242216-MLM64531866351_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_507380-MLM84137691664_022023-O.jpg']}, {'nombre': 'Gris Medio', 'valor_hexadecimal': '#808080', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_699361-MLM92505540191_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_542067-MLM93059505902_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_598250-MLM16487218766_022023-O.jpg']}]","['Asientos con calefacción', 'Cámara de visión trasera', 'Sistema de monitoreo de presión de neumáticos', 'Sistema de frenado de emergencia']","[{'titulo': 'Asientos Calefaccionados', 'precio': 5000.0, 'descripcion': 'Proporciona calor en los asientos para mayor confort en climas fríos'}, {'titulo': 'Asientos con Memoria', 'precio': 5500.0, 'descripcion': 'Permite guardar y recuperar configuraciones personalizadas de asientos'}, {'titulo': 'Sistema de Asistencia de Mantenimiento de Carril', 'precio': 7500.0, 'descripcion': 'Ayuda a mantener el vehículo en el centro del carril de manera automática'}]","[15, 20]","{'12': 5.3, '24': 5.3999999999999995, '36': 5.5, '48': 5.7, '60': 5.8999999999999995}","['https://http2.mlstatic.com/D_NQ_NP_270883-MLM62876885203_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_824426-MLM76133054558_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_982288-MLM70643018385_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_117130-MLM23538284466_022023-O.jpg']",https://github.com/SFMBa01029956/TC3005B.501,"[{'nombre': 'Domicilio', 'precio': 4123, 'descripcion': 'Lo llevamos a la puerta de tu casa'}, {'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}]"
