marca,modelo,año,precio,transmision,rendimiento,combustible,litros
 Honda , City ,2020,284999.0,Manual,16.4,Gasolina,1.5
 Hyundai , Accent ,2018,282999.0,Automático,16.1,Gasolina,1.6
 Bmw , X3 ,2021,1222999.0,Automático,33.3,Gasolina,2
 Volkswagen , Jetta A6 ,2016,350999.0,Automático,14.7,Gasolina,2
 Mercedes Benz , Clase Gle ,2017,728999.0,Automático,8.9,Gasolina,3
 Chevrolet , Sonic ,2016,255999.0,Manual,14.7,Gasolina,1.4
 Hyundai , Tucson ,2017,349999.0,Automático,14.5,Gasolina,2
 Toyota , Prius ,2018,333999.0,Automático,28.6,Híbrido,1.8
 Bmw , Serie 5 ,2019,1530999.0,Automático,8.9,Gasolina,"4,4"
 Chevrolet , Aveo ,2018,218999.0,Automático,16.7,Gasolina,1.6
 Volkswagen , Tiguan ,2017,339999.0,Automático,9.9,Gasolina,2
 Chevrolet , Trax ,2016,266999.0,Automático,15.2,Gasolina,1.8
 Kia , Forte ,2017,257999.0,Manual,14.1,Gasolina,2
 Volkswagen , Jetta A6 ,2016,234999.0,Automático,11.8,Gasolina,2.5
 Chevrolet , Trax ,2018,292999.0,Automático,15.2,Gasolina,1.8
 Mazda , CX-5 ,2016,299999.0,Automático,14.5,Gasolina,2
 Volkswagen , Tiguan ,2020,557999.0,Automático,14.9,Gasolina,1.4
 Mazda , Mazda 2 ,2018,272999.0,Automático,18.5,Gasolina,1.5
 Toyota , C-Hr ,2018,361999.0,Automático,14.3,Híbrido,2
 Nissan , Maxima ,2018,461999.0,Automático,8.1,Gasolina,2.5
 Nissan , Kicks ,2020,333999.0,Manual,15.9,Gasolina,1.6
 Fiat , Uno ,2020,253999.0,Manual,11.9,Gasolina,1.3
 Chevrolet , Spark ,2017,204999.0,Manual,18.5,Gasolina,1.4
 Seat , Ibiza ,2020,305999.0,Manual,15.9,Gasolina,1.6
 Bmw , Serie 3 ,2017,395999.0,Automático,12.8,Gasolina,2
 Acura , RDX ,2014,314999.0,Automático,8.2,Gasolina,2.5
 Honda , Accord ,2017,356999.0,Automático,9.9,Gasolina,2.4
 Kia , Forte ,2018,261999.0,Manual,15.9,Gasolina,2
 Suzuki , Ignis ,2020,269999.0,Manual,19.6,Gasolina,1.2
 Bmw , Serie 1 ,2019,473999.0,Automático,17.9,Gasolina,1.5
 Hyundai , Creta ,2020,344999.0,Manual,14.7,Gasolina,1.6
 Chevrolet , Cavalier ,2021,356999.0,Automático,16.7,Gasolina,1.5
 Volkswagen , Vento ,2019,245999.0,Manual,14.3,Gasolina,1.6
 Volkswagen , Jetta A6 ,2018,279999.0,Automático,12.7,Gasolina,2
 Toyota , Sienna ,2014,404999.0,Automático,9.6,Híbrido,3.5
 Suzuki , Swift ,2019,271999.0,Manual,19.6,Gasolina,1.2
 Chevrolet , Trax ,2019,289999.0,Manual,16.9,Gasolina,1.8
 Infiniti , Q50 ,2018,464999.0,Automático,10.5,Gasolina,3.7
 Fiat , Mobi ,2018,188999.0,Manual,15.2,Gasolina,1
 Audi , A8 Quattro ,2017,994999.0,Automático,8.8,Gasolina,4
 Mercedes Benz , Clase E ,2019,1094999.0,Automático,9.0,Gasolina,3
 Mini , Cooper ,2020,478999.0,Automático,17.5,Gasolina,1.5
 Honda , CR-V ,2014,293999.0,Automático,8.4,Gasolina,2.4
 Mercedes Benz , Clase Cla ,2018,498999.0,Automático,15.4,Gasolina,1.6
 Chevrolet , Spark ,2018,223999.0,Automático,18.9,Gasolina,1.4
 Renault , Twizy ,2019,344999.0,Automático,0.0,Gasolina,2
 Chevrolet , Spark ,2017,209999.0,Manual,18.5,Gasolina,1.4
 Mazda , CX-5 ,2018,450999.0,Automático,10.0,Gasolina,2.5
 Seat , Ibiza ,2016,234999.0,Manual,15.9,Gasolina,1.6
 Nissan , Versa ,2018,217999.0,Manual,16.4,Gasolina,1.6
 Hyundai , Accent ,2018,280999.0,Automático,16.1,Gasolina,1.6
 Kia , Rio ,2017,217999.0,Manual,15.6,Gasolina,1.6
 Cadillac , XT5 ,2017,526999.0,Automático,9.8,Gasolina,2
 Kia , Sportage ,2019,413999.0,Automático,12.7,Gasolina,2
 Mazda , Cx-3 ,2017,323999.0,Automático,15.4,Gasolina,2
 Volkswagen , Tiguan ,2018,400999.0,Automático,14.9,Gasolina,1.4
 Toyota , Yaris ,2018,278999.0,Automático,17.5,Híbrido,1.5
 Seat , Ibiza ,2017,259999.0,Automático,15.9,Gasolina,1.6
 Toyota , C-Hr ,2019,422999.0,Automático,14.3,Híbrido,2
 Audi , S5 ,2016,666999.0,Automático,10.6,Gasolina,3
 Jeep , Cherokee ,2016,358999.0,Automático,9.9,Gasolina,2.4
 Honda , Hr-V ,2016,292999.0,Automático,15.2,Gasolina,1.8
 Honda , CR-V ,2014,287999.0,Automático,8.4,Gasolina,2.4
 Chevrolet , Trax ,2016,246999.0,Automático,15.2,Gasolina,1.8
 Seat , Ibiza ,2016,240999.0,Automático,15.9,Gasolina,1.6
 Ford , Figo ,2018,210999.0,Manual,17.9,Gasolina,1.5
 Ford , Fiesta ,2016,191999.0,Automático,16.1,Gasolina,1.6
 Hyundai , Tucson ,2018,393999.0,Automático,14.5,Gasolina,2
 Bmw , Serie 3 ,2018,446999.0,Automático,17.9,Gasolina,1.5
 Volkswagen , Jetta A6 ,2017,235999.0,Automático,12.7,Gasolina,2
 Mercedes Benz , Clase A ,2015,641999.0,Automático,10.4,Gasolina,2
 Chevrolet , Aveo ,2020,257999.0,Manual,17.5,Gasolina,1.6
 Volkswagen , Vento ,2018,221999.0,Manual,14.3,Gasolina,1.6
 Mazda , Mazda 3 ,2017,300999.0,Automático,9.8,Gasolina,2.5
 Volkswagen , Beetle ,2015,273999.0,Manual,11.4,Gasolina,2.5
 Mazda , Mazda 2 ,2019,308999.0,Automático,18.5,Gasolina,1.5
 Chevrolet , Cavalier ,2020,319999.0,Automático,16.7,Gasolina,1.5
 Audi , A3 ,2017,445999.0,Automático,11.0,Gasolina,2
 Honda , Fit ,2019,274999.0,Manual,15.9,Gasolina,1.5
 Chevrolet , Trax ,2019,301999.0,Manual,16.9,Gasolina,1.8
 Mazda , CX-5 ,2016,350999.0,Automático,10.0,Gasolina,2.5
 Volkswagen , Jetta A6 ,2017,250999.0,Manual,11.6,Gasolina,2.5
 Hyundai , ix35 ,2015,263999.0,Automático,14.5,Gasolina,2
 Ford , Edge ,2013,394999.0,Automático,9.7,Gasolina,3.5
 Mazda , MX-5 ,2017,401999.0,Automático,13.5,Gasolina,2
 Volkswagen , Jetta A7 ,2019,350999.0,Automático,15.9,Gasolina,1.4
 Mitsubishi , Mirage ,2019,221999.0,Automático,20.8,Gasolina,1.2
 Jac , SEI4 ,2021,418999.0,Automático,14.0,Gasolina,1.6
 Renault , Kangoo ,2019,321999.0,Manual,14.3,Gasolina,1.6
 Jeep , Wrangler ,2018,739999.0,Automático,8.6,Gasolina,3.6
 Nissan , Versa ,2019,263999.0,Automático,18.2,Gasolina,1.6
 Audi , A1 ,2016,357999.0,Automático,14.9,Gasolina,2
 Hyundai , Elantra ,2016,248999.0,Automático,17.5,Gasolina,1.8
 Ford , Escape ,2017,296999.0,Automático,9.8,Gasolina,2.5
 Bmw , Serie 3 ,2018,566999.0,Automático,12.8,Gasolina,2
 Fiat , Uno ,2018,253999.0,Manual,14.7,Gasolina,1.4
 Seat , Ibiza ,2019,286999.0,Manual,15.9,Gasolina,1.6
 Volkswagen , Vento ,2019,245999.0,Manual,14.3,Gasolina,1.6
 Volkswagen , Jetta A7 ,2019,342999.0,Automático,15.9,Gasolina,1.4
 Dodge , Neon ,2018,249999.0,Automático,13.3,Gasolina,1.4
 Seat , Leon ,2018,313999.0,Automático,17.9,Gasolina,2
 Chevrolet , Aveo ,2019,240999.0,Automático,16.7,Gasolina,1.6
 Honda , Hr-V ,2018,373999.0,Automático,15.2,Gasolina,1.8
 Mazda , Mazda 3 ,2018,311999.0,Manual,8.9,Gasolina,2.5
 Audi , A4 ,2018,464999.0,Automático,15.4,Gasolina,2
 Nissan , Versa ,2019,266999.0,Automático,18.2,Gasolina,1.6
 Volkswagen , Vento ,2020,280999.0,Automático,16.7,Gasolina,1.6
 Ford , Figo ,2017,189999.0,Automático,17.2,Gasolina,1.5
 Toyota , Prius ,2017,352999.0,Automático,31.3,Híbrido,1.8
 Mazda , CX-5 ,2016,347999.0,Automático,10.0,Gasolina,2.5
 Nissan , Altima ,2018,332999.0,Automático,14.9,Gasolina,2.5
 Mazda , Mazda 3 ,2018,333999.0,Automático,9.8,Gasolina,2.5
 Ford , Lobo ,2019,845999.0,Automático,8.8,Gasolina,5
 Chevrolet , Spark ,2017,182999.0,Manual,18.9,Gasolina,1.4
 Seat , Ibiza ,2016,256999.0,Manual,17.5,Gasolina,1.2
 Mazda , Cx-3 ,2017,325999.0,Automático,15.4,Gasolina,2
 Kia , Sportage ,2017,370999.0,Automático,12.3,Gasolina,2.4
 Mercedes Benz , Clase Gla ,2019,566999.0,Automático,13.5,Gasolina,1.6
 Mazda , Mazda 3 ,2018,306999.0,Manual,8.9,Gasolina,2.5
 Honda , Accord ,2018,510999.0,Automático,9.9,Gasolina,2
 Ford , Edge ,2013,255999.0,Automático,9.7,Gasolina,3.5
 Jeep , Compass ,2016,286999.0,Automático,12.7,Gasolina,2.4
 Mini , Cooper S ,2017,450999.0,Automático,13.3,Gasolina,2
 Kia , Rio ,2020,272999.0,Manual,15.6,Gasolina,1.6
 Honda , CR-V ,2014,289999.0,Automático,9.7,Gasolina,2.4
 Infiniti , Q50 ,2015,309999.0,Automático,10.5,Gasolina,3.7
 Toyota , Corolla ,2016,227999.0,Automático,15.9,Híbrido,1.8
 Buick , Regal ,2017,390999.0,Automático,9.6,Gasolina,2
 Mercedes Benz , Clase C ,2014,329999.0,Automático,11.1,Gasolina,2
 Mercedes Benz , Clase Cla ,2018,594999.0,Automático,11.1,Gasolina,2
 Chevrolet , Cavalier ,2019,247999.0,Manual,17.5,Gasolina,1.5
 Chevrolet , Trax ,2018,337999.0,Automático,15.2,Gasolina,1.8
 Kia , Forte ,2019,282999.0,Manual,15.9,Gasolina,2
 Nissan , NP300 Frontier ,2019,464999.0,Manual,9.8,Gasolina,2.5
 Nissan , Versa ,2019,265999.0,Automático,18.2,Gasolina,1.6
 Chevrolet , Spark ,2017,196999.0,Manual,17.9,Gasolina,1.4
 Mercedes Benz , Clase C ,2018,602999.0,Automático,9.1,Gasolina,1.6
 Fiat , Argo ,2021,306999.0,Manual,15.9,Gasolina,1.4
 Toyota , RAV4 ,2017,369999.0,Automático,13.9,Híbrido,2.5
 Volkswagen , Tiguan ,2017,345999.0,Automático,14.9,Gasolina,2
 Volkswagen , Polo ,2020,282999.0,Manual,14.5,Gasolina,1.6
 Audi , A3 ,2019,441999.0,Automático,14.3,Gasolina,2
 Honda , Civic ,2018,358999.0,Automático,16.7,Gasolina,2
 Seat , Toledo ,2018,256999.0,Manual,19.2,Gasolina,1
 Seat , Leon ,2017,418999.0,Automático,12.3,Gasolina,2
 Chrysler , Town & Country ,2015,309999.0,Automático,7.8,Gasolina,4
 Suzuki , Vitara ,2018,340999.0,Automático,16.1,Gasolina,1.6
 Chevrolet , Cavalier ,2019,246999.0,Manual,17.5,Gasolina,1.5
 Nissan , Kicks ,2018,297999.0,Automático,16.9,Gasolina,1.6
 Ford , Figo ,2019,257999.0,Automático,17.2,Gasolina,1.5
 Audi , A1 ,2016,279999.0,Manual,15.6,Gasolina,1.4
 Kia , Rio ,2020,283999.0,Automático,15.6,Gasolina,1.6
 Chevrolet , Cavalier ,2019,237999.0,Manual,17.5,Gasolina,1.5
 Kia , Forte ,2018,321999.0,Automático,13.2,Gasolina,2
 Mini , Cooper S ,2017,383999.0,Automático,13.3,Gasolina,2
 Nissan , March ,2020,255999.0,Manual,16.1,Gasolina,1.6
 Seat , Ateca ,2018,423999.0,Automático,17.9,Gasolina,1.4
 Kia , Seltos ,2020,397999.0,Automático,14.6,Gasolina,1.4
 Bmw , X1 ,2018,539999.0,Automático,11.8,Gasolina,1.5
 Hyundai , Elantra ,2015,242999.0,Automático,17.5,Gasolina,1.8
 Volkswagen , Jetta A7 ,2019,346999.0,Automático,15.9,Gasolina,1.4
 Mazda , CX-5 ,2016,355999.0,Automático,10.0,Gasolina,2.5
 Ford , Figo ,2016,210999.0,Automático,17.2,Gasolina,1.5
 Volkswagen , Golf A7 ,2017,344999.0,Automático,15.9,Gasolina,1.4
 Mazda , Cx-3 ,2019,357999.0,Automático,15.4,Gasolina,2
 Ford , Figo ,2019,253999.0,Automático,17.2,Gasolina,1.5
 Nissan , Sentra ,2015,211999.0,Automático,17.2,Gasolina,1.8
 Kia , Rio ,2018,250999.0,Automático,15.6,Gasolina,1.6
 Jeep , Renegade ,2018,416999.0,Automático,12.2,Gasolina,1.8
 Volkswagen , Vento ,2018,232999.0,Manual,14.3,Gasolina,1.6
 Honda , City ,2018,272999.0,Automático,18.2,Gasolina,1.5
 Audi , A7 ,2016,600999.0,Automático,11.5,Gasolina,3
 Volkswagen , Jetta A7 ,2020,372999.0,Automático,15.9,Gasolina,1.4
 Kia , Rio ,2018,254999.0,Manual,15.6,Gasolina,1.6
 Hyundai , Santa Fe ,2017,424999.0,Automático,10.8,Gasolina,2
 Nissan , Versa ,2018,225999.0,Automático,18.2,Gasolina,1.6
 Chevrolet , Spark ,2017,174999.0,Manual,17.9,Gasolina,1.4
 Nissan , X Trail ,2016,302999.0,Automático,13.2,Gasolina,2.5
 Seat , Ibiza ,2018,260999.0,Automático,15.9,Gasolina,1.6
 Gmc , Terrain ,2017,407999.0,Automático,9.0,Gasolina,3.6
 Toyota , Corolla ,2015,231999.0,Automático,15.9,Híbrido,1.8
 Volkswagen , Gol ,2017,199999.0,Manual,17.9,Gasolina,1.6
 Chevrolet , Trax ,2017,278999.0,Automático,15.2,Gasolina,1.8
 Mercedes Benz , Clase E ,2016,407999.0,Automático,12.0,Gasolina,1.8
 Toyota , RAV4 ,2015,306999.0,Automático,14.5,Híbrido,2.5
 Toyota , Prius ,2017,360999.0,Automático,31.3,Híbrido,1.8
 Mazda , Cx-3 ,2017,318999.0,Automático,15.4,Gasolina,2
 Mercedes Benz , Clase Gle ,2016,681999.0,Automático,8.9,Gasolina,3
 Chevrolet , Cruze ,2018,271999.0,Automático,17.2,Gasolina,1.4
 Mazda , Mazda 3 ,2018,309999.0,Manual,8.9,Gasolina,2.5
 Chevrolet , Sonic ,2016,178999.0,Manual,14.7,Gasolina,1.6
 Dodge , Neon ,2017,211999.0,Automático,13.3,Gasolina,1.6
 Mini , Cooper ,2016,281999.0,Automático,17.5,Gasolina,1.5
 Mini , Cooper ,2019,426999.0,Automático,17.5,Gasolina,1.5
 Hyundai , Santa Fe ,2018,472999.0,Automático,10.8,Gasolina,2
 Ford , Focus ,2017,283999.0,Automático,15.2,Gasolina,2
 Honda , Odyssey ,2018,636999.0,Automático,10.0,Gasolina,3.5
 Hyundai , Grand i10 ,2019,241999.0,Automático,16.7,Gasolina,1.2
 Honda , Odyssey ,2018,632999.0,Automático,9.9,Gasolina,3.5
 Lincoln , MKX ,2017,537999.0,Automático,10.6,Gasolina,2.7
 Volkswagen , Jetta A6 ,2017,271999.0,Automático,11.8,Gasolina,2.5
 Nissan , Frontier ,2015,437999.0,Automático,7.9,Gasolina,4
 Dodge , Attitude ,2020,242999.0,Manual,20.4,Gasolina,1.2
 Ford , Fiesta ,2018,230999.0,Manual,16.1,Gasolina,1.6
 Volkswagen , Jetta A7 ,2019,374999.0,Manual,17.2,Gasolina,1.4
 Hyundai , Grand i10 ,2017,199999.0,Manual,18.2,Gasolina,1.2
 Nissan , Versa ,2020,287999.0,Manual,16.4,Gasolina,1.6
 Bmw , Serie 1 ,2019,490999.0,Automático,13.3,Gasolina,1.5
 Seat , Ibiza ,2017,219999.0,Manual,15.9,Gasolina,1.6
 Kia , Sportage ,2016,292999.0,Automático,12.7,Gasolina,2
 Fiat , Mobi ,2020,227999.0,Manual,15.2,Gasolina,1
 Kia , Rio ,2018,268999.0,Automático,15.6,Gasolina,1.6
 Nissan , Versa ,2021,305999.0,Manual,16.4,Gasolina,1.6
 Nissan , Versa ,2018,212999.0,Manual,16.4,Gasolina,1.6
 Ford , Ranger ,2021,549999.0,Manual,9.5,Gasolina,3.2
 Mazda , CX-5 ,2017,369999.0,Automático,14.7,Gasolina,2
 Nissan , Kicks ,2018,307999.0,Automático,16.9,Gasolina,1.6
 Seat , Ibiza ,2017,229999.0,Manual,15.9,Gasolina,1.6
 Volkswagen , Tiguan ,2020,640999.0,Automático,12.0,Gasolina,1.4
 Dodge , Attitude ,2020,240999.0,Automático,20.4,Gasolina,1.2
 Honda , Odyssey ,2015,361999.0,Automático,6.5,Gasolina,"3,5"
 Kia , Rio ,2017,247999.0,Manual,15.6,Gasolina,"1,6"
 Dodge , Journey ,2017,360999.0,Automático,8.2,Gasolina,3.6
 Mazda , Cx-3 ,2018,355999.0,Automático,15.4,Gasolina,2
 Honda , Civic ,2018,348999.0,Automático,16.7,Gasolina,2
 Honda , Hr-V ,2018,361999.0,Automático,15.2,Gasolina,1.8
 Toyota , RAV4 ,2015,322999.0,Automático,13.9,Híbrido,2.5
 Ford , Fiesta ,2017,213999.0,Automático,16.1,Gasolina,1.6
 Peugeot , 2008 ,2019,319999.0,Manual,16.4,Gasolina,1.2
 Nissan , Sentra ,2017,277999.0,Automático,16.7,Gasolina,1.8
 Volkswagen , Up ,2018,236999.0,Manual,16.4,Gasolina,1
 Honda , City ,2018,274999.0,Automático,18.2,Gasolina,1.5
 Toyota , Sienna ,2017,527999.0,Automático,9.6,Híbrido,3.5
 Chevrolet , Cruze ,2018,264999.0,Automático,17.2,Gasolina,1.4
 Kia , Forte ,2018,318999.0,Automático,13.2,Gasolina,2
 Volkswagen , Jetta A7 ,2019,348999.0,Manual,17.2,Gasolina,1.4
 Nissan , Kicks ,2018,325999.0,Automático,17.5,Gasolina,1.6
 Seat , Ibiza ,2019,278999.0,Manual,15.9,Gasolina,1.6
 Kia , Rio ,2017,258999.0,Manual,15.6,Gasolina,1.6
 Volkswagen , Tiguan ,2019,565999.0,Automático,14.9,Gasolina,1.4
 Kia , Soul ,2017,310999.0,Automático,14.7,Gasolina,1.6
 Nissan , Sentra ,2015,202999.0,Manual,14.3,Gasolina,1.8
 Mini , Countryman ,2018,449999.0,Automático,13.3,Gasolina,2
 Mazda , Mazda 3 ,2016,265999.0,Manual,8.9,Gasolina,2.5
 Dodge , Neon ,2020,241999.0,Manual,14.1,Gasolina,1.6
 Chevrolet , Trax ,2019,342999.0,Automático,15.2,Gasolina,1.8
 Toyota , Yaris ,2020,300999.0,Automático,17.2,Híbrido,1.5
 Seat , Leon ,2019,349999.0,Automático,18.2,Gasolina,1.4
 Toyota , Highlander ,2012,316999.0,Automático,9.9,Híbrido,3.5
 Volkswagen , Tiguan ,2018,447999.0,Automático,14.9,Gasolina,1.4
 Seat , Ateca ,2020,606999.0,Automático,17.9,Gasolina,1.4
 Audi , A3 ,2018,407999.0,Automático,16.1,Gasolina,1.4
 Mazda , CX-5 ,2018,460999.0,Automático,10.0,Gasolina,2.5
 Suzuki , Grand Vitara ,2014,240999.0,Automático,11.2,Gasolina,2.4
 Renault , Stepway ,2018,248999.0,Manual,15.2,Gasolina,1.6
 Toyota , Corolla ,2017,291999.0,Automático,15.9,Híbrido,1.8
 Ford , Figo ,2019,252999.0,Automático,17.2,Gasolina,1.5
 Mazda , CX-5 ,2018,460999.0,Automático,10.0,Gasolina,2.5
 Bmw , Serie 2 ,2016,325999.0,Automático,13.2,Gasolina,2
 Toyota , RAV4 ,2015,326999.0,Automático,13.9,Híbrido,2.5
 Mazda , Mazda 3 ,2016,276999.0,Automático,9.8,Gasolina,2.5
 Nissan , Note ,2018,276999.0,Automático,16.7,Gasolina,1.6
 Honda , CR-V ,2014,270999.0,Automático,9.7,Gasolina,2.4
 Honda , Accord ,2016,301999.0,Automático,9.9,Gasolina,2.4
 Nissan , NP300 Frontier ,2020,492999.0,Manual,9.8,Gasolina,2.5
 Seat , Tarraco ,2019,548999.0,Automático,15.4,Gasolina,1.4
 Fiat , Mobi ,2020,226999.0,Manual,15.2,Gasolina,1
 Toyota , Yaris ,2017,252999.0,Automático,17.2,Híbrido,1.5
 Smart , Fortwo ,2017,295999.0,Automático,20.4,Gasolina,1
 Nissan , Kicks ,2018,342999.0,Automático,16.9,Gasolina,1.6
 Dodge , Journey ,2018,349999.0,Automático,10.2,Gasolina,2.4
 Bmw , Serie 5 ,2014,392999.0,Automático,11.1,Gasolina,3
 Volkswagen , Tiguan ,2016,337999.0,Automático,9.9,Gasolina,2
 Mazda , CX-5 ,2016,311999.0,Automático,14.5,Gasolina,2
 Acura , RDX ,2018,504999.0,Automático,8.2,Gasolina,2.5
 Ford , Escape ,2015,267999.0,Automático,9.8,Gasolina,2.5
 Toyota , Yaris ,2017,221999.0,Automático,17.2,Híbrido,1.5
 Honda , City ,2018,286999.0,Automático,18.2,Gasolina,1.5
 Mazda , Mazda 3 ,2016,258999.0,Manual,15.4,Gasolina,2
 Volkswagen , Passat ,2018,437999.0,Automático,9.7,Gasolina,3.6
 Acura , RDX ,2019,627999.0,Automático,10.8,Gasolina,2
 Chevrolet , Trax ,2015,231999.0,Automático,15.2,Gasolina,1.8
 Mazda , CX-5 ,2018,451999.0,Automático,10.0,Gasolina,2.5
 Honda , City ,2018,259999.0,Manual,16.4,Gasolina,1.5
 Volkswagen , Passat ,2015,255999.0,Automático,11.5,Gasolina,3.6
 Chevrolet , Spark ,2018,234999.0,Manual,18.5,Gasolina,1.4
 Ford , Figo ,2020,286999.0,Automático,17.2,Gasolina,1.5
 Audi , A5 ,2019,753999.0,Automático,15.4,Gasolina,2
 Ford , Fiesta ,2017,242999.0,Automático,16.1,Gasolina,1.6
 Jeep , Cherokee ,2016,350999.0,Automático,9.9,Gasolina,2.4
 Volkswagen , Polo ,2020,284999.0,Manual,15.2,Gasolina,1.6
 Bmw , Serie 3 ,2017,418999.0,Automático,12.8,Gasolina,2
 Honda , Fit ,2017,218999.0,Manual,12.8,Gasolina,1.5
 Infiniti , QX60 ,2016,414999.0,Automático,9.6,Gasolina,3.5
 Volkswagen , Jetta A6 ,2018,265999.0,Automático,12.7,Gasolina,2
 Volkswagen , Beetle ,2017,332999.0,Automático,11.6,Gasolina,2.5
 Nissan , Sentra ,2018,247999.0,Manual,14.3,Gasolina,1.8
 Volkswagen , Tiguan ,2018,419999.0,Automático,14.9,Gasolina,1.4
 Volkswagen , Touareg ,2014,400999.0,Automático,8.6,Gasolina,3
 Chevrolet , Trax ,2016,227999.0,Manual,16.9,Gasolina,1.8
 Hyundai , Creta ,2019,322999.0,Automático,14.3,Gasolina,1.6
 Toyota , Corolla ,2015,240999.0,Automático,15.9,Híbrido,1.8
 Volkswagen , Vento ,2020,272999.0,Automático,16.7,Gasolina,1.6
 Kia , Rio ,2018,255999.0,Manual,15.6,Gasolina,1.6
 Toyota , Corolla ,2015,262999.0,Automático,17.9,Híbrido,1.8
 Honda , Civic ,2018,356999.0,Automático,16.7,Gasolina,2
 Kia , Rio ,2018,282999.0,Automático,15.6,Gasolina,1.6
 Seat , Ibiza ,2017,222999.0,Manual,9.2,Gasolina,1.6
 Volkswagen , Vento ,2020,252999.0,Manual,14.3,Gasolina,1.6
 Kia , Forte ,2020,318999.0,Manual,15.6,Gasolina,2
 Renault , Stepway ,2019,240999.0,Manual,15.2,Gasolina,1.6
 Toyota , Sienna ,2014,413999.0,Automático,9.6,Híbrido,3.5
 Mercedes Benz , Clase Gle ,2017,662999.0,Automático,7.7,Gasolina,3.5
 Hyundai , Elantra ,2018,260999.0,Manual,15.6,Gasolina,2
 Chevrolet , Sonic ,2017,225999.0,Automático,13.0,Gasolina,1.6
 Kia , Sportage ,2017,318999.0,Automático,12.7,Gasolina,2
 Volkswagen , Passat ,2016,317999.0,Automático,9.8,Gasolina,2
 Kia , Sportage ,2019,451999.0,Automático,12.3,Gasolina,2.4
 Audi , A5 Sportback ,2016,440999.0,Automático,11.9,Gasolina,1.8
 Nissan , Kicks ,2018,329999.0,Automático,17.5,Gasolina,1.6
 Renault , Koleos ,2016,281999.0,Automático,8.8,Gasolina,2.5
 Chevrolet , Spark ,2017,183999.0,Manual,18.9,Gasolina,1.4
 Audi , A1 Sportback ,2014,303999.0,Automático,15.6,Gasolina,1.4
 Toyota , Camry ,2015,270999.0,Automático,9.4,Híbrido,3.5
 Mazda , Mazda 3 ,2018,310999.0,Manual,15.4,Gasolina,2.5
 Mini , Cooper ,2018,374999.0,Automático,17.5,Gasolina,1.5
 Nissan , Sentra ,2018,253999.0,Manual,14.3,Gasolina,1.8
 Mercedes Benz , Clase Glc ,2018,654999.0,Automático,10.6,Gasolina,2
 Volkswagen , Vento ,2019,248999.0,Manual,14.3,Gasolina,1.6
 Nissan , Juke ,2017,314999.0,Automático,14.7,Gasolina,1.6
 Nissan , Tiida ,2018,205999.0,Automático,12.7,Gasolina,1.8
 Chevrolet , Cavalier ,2019,289999.0,Automático,16.7,Gasolina,1.5
 Hyundai , Creta ,2019,322999.0,Manual,14.7,Gasolina,1.6
 Hyundai , Creta ,2018,300999.0,Automático,14.3,Gasolina,1.6
 Ford , Figo ,2018,198999.0,Manual,17.9,Gasolina,1.5
 Kia , Forte ,2018,256999.0,Automático,15.9,Gasolina,2
 Kia , Forte ,2016,246999.0,Automático,15.9,Gasolina,2
 Seat , Ibiza ,2018,254999.0,Manual,15.9,Gasolina,1.6
 Ford , Edge ,2019,692999.0,Automático,10.0,Gasolina,2.7
 Kia , Soul ,2018,314999.0,Automático,13.2,Gasolina,2
 Suzuki , Vitara ,2020,429999.0,Automático,15.6,Gasolina,1.4
 Kia , Forte ,2019,327999.0,Automático,15.9,Gasolina,2
 Chevrolet , Aveo ,2018,217999.0,Automático,16.7,Gasolina,1.6
 Chevrolet , Aveo ,2020,253999.0,Automático,16.7,Gasolina,1.6
 Honda , Hr-V ,2019,400999.0,Automático,15.2,Gasolina,1.8
 Toyota , Prius ,2017,317999.0,Automático,31.3,Híbrido,1.8
 Volkswagen , Beetle ,2018,359999.0,Manual,11.6,Gasolina,2.5
 Mazda , CX-5 ,2018,450999.0,Automático,14.7,Gasolina,2.5
 Chevrolet , Trax ,2017,249999.0,Manual,16.9,Gasolina,1.8
 Honda , Hr-V ,2018,337999.0,Automático,15.2,Gasolina,1.8
 Volkswagen , Jetta A7 ,2019,419999.0,Automático,15.9,Gasolina,1.4
 Chevrolet , Cavalier ,2019,254999.0,Manual,17.5,Gasolina,1.5
 Nissan , Versa ,2019,242999.0,Manual,16.4,Gasolina,1.6
 Volkswagen , Jetta A6 ,2016,240999.0,Automático,11.8,Gasolina,2.5
 Infiniti , QX60 ,2014,338999.0,Automático,9.6,Gasolina,3.5
 Honda , Civic ,2018,350999.0,Automático,16.7,Gasolina,2
 Volkswagen , Tiguan ,2018,451999.0,Automático,14.9,Gasolina,1.4
 Audi , S6 ,2018,1063999.0,Automático,9.3,Gasolina,4
 Kia , Forte ,2018,285999.0,Automático,15.9,Gasolina,2
 Volkswagen , Jetta A7 ,2019,423999.0,Automático,15.9,Gasolina,1.4
 Honda , Civic ,2017,314999.0,Automático,17.5,Gasolina,1.5
 Infiniti , QX60 ,2017,605999.0,Automático,14.7,Gasolina,2.5
 Toyota , RAV4 ,2016,362999.0,Automático,11.9,Híbrido,2.5
 Chevrolet , Sonic ,2017,202999.0,Manual,14.7,Gasolina,1.6
 Mitsubishi , Mirage ,2019,264999.0,Automático,20.8,Gasolina,1.2
 Jeep , Cherokee ,2015,315999.0,Automático,9.9,Gasolina,2.4
