marca,modelo,año,precio,transmisión,rendimiento,combustible,litros,entrega
 Mini , Cooper ,2020,478999.0,Automático,17.5,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 12295, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Honda , CR-V ,2014,293999.0,Automático,8.4,Gasolina,2.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mercedes Benz , Clase Cla ,2018,498999.0,Automático,15.4,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Spark ,2018,223999.0,Automático,18.9,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Renault , Twizy ,2019,344999.0,Automático,0.0,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Spark ,2017,209999.0,Manual,18.5,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mazda , CX-5 ,2018,450999.0,Automático,10.0,Gasolina,2.5,"{'nombre': 'Domicilio', 'precio': 14787, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Seat , Ibiza ,2016,234999.0,Manual,15.9,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , Versa ,2018,217999.0,Manual,16.4,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Hyundai , Accent ,2018,280999.0,Automático,16.1,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Kia , Rio ,2017,217999.0,Manual,15.6,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Cadillac , XT5 ,2017,526999.0,Automático,9.8,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Kia , Sportage ,2019,413999.0,Automático,12.7,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mazda , Cx-3 ,2017,323999.0,Automático,15.4,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Tiguan ,2018,400999.0,Automático,14.9,Gasolina,1.4,"{'nombre': 'Domicilio', 'precio': 7664, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Toyota , Yaris ,2018,278999.0,Automático,17.5,Híbrido,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Seat , Ibiza ,2017,259999.0,Automático,15.9,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 13345, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Toyota , C-Hr ,2019,422999.0,Automático,14.3,Híbrido,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Audi , S5 ,2016,666999.0,Automático,10.6,Gasolina,3,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Jeep , Cherokee ,2016,358999.0,Automático,9.9,Gasolina,2.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Honda , Hr-V ,2016,292999.0,Automático,15.2,Gasolina,1.8,"{'nombre': 'Domicilio', 'precio': 12993, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Honda , CR-V ,2014,287999.0,Automático,8.4,Gasolina,2.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Trax ,2016,246999.0,Automático,15.2,Gasolina,1.8,"{'nombre': 'Domicilio', 'precio': 4261, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Seat , Ibiza ,2016,240999.0,Automático,15.9,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 3087, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Ford , Figo ,2018,210999.0,Manual,17.9,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 7475, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Ford , Fiesta ,2016,191999.0,Automático,16.1,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Hyundai , Tucson ,2018,393999.0,Automático,14.5,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 12961, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Bmw , Serie 3 ,2018,446999.0,Automático,17.9,Gasolina,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Jetta A6 ,2017,235999.0,Automático,12.7,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mercedes Benz , Clase A ,2015,641999.0,Automático,10.4,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Aveo ,2020,257999.0,Manual,17.5,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Vento ,2018,221999.0,Manual,14.3,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 11702, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mazda , Mazda 3 ,2017,300999.0,Automático,9.8,Gasolina,2.5,"{'nombre': 'Domicilio', 'precio': 7532, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Beetle ,2015,273999.0,Manual,11.4,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mazda , Mazda 2 ,2019,308999.0,Automático,18.5,Gasolina,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Cavalier ,2020,319999.0,Automático,16.7,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 9392, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Audi , A3 ,2017,445999.0,Automático,11.0,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 5129, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Honda , Fit ,2019,274999.0,Manual,15.9,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 12554, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Chevrolet , Trax ,2019,301999.0,Manual,16.9,Gasolina,1.8,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mazda , CX-5 ,2016,350999.0,Automático,10.0,Gasolina,2.5,"{'nombre': 'Domicilio', 'precio': 11355, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Jetta A6 ,2017,250999.0,Manual,11.6,Gasolina,2.5,"{'nombre': 'Domicilio', 'precio': 4629, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Hyundai , ix35 ,2015,263999.0,Automático,14.5,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Ford , Edge ,2013,394999.0,Automático,9.7,Gasolina,3.5,"{'nombre': 'Domicilio', 'precio': 7867, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mazda , MX-5 ,2017,401999.0,Automático,13.5,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 9876, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Jetta A7 ,2019,350999.0,Automático,15.9,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mitsubishi , Mirage ,2019,221999.0,Automático,20.8,Gasolina,1.2,"{'nombre': 'Domicilio', 'precio': 10777, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Jac , SEI4 ,2021,418999.0,Automático,14.0,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Renault , Kangoo ,2019,321999.0,Manual,14.3,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Jeep , Wrangler ,2018,739999.0,Automático,8.6,Gasolina,3.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , Versa ,2019,263999.0,Automático,18.2,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 9917, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Audi , A1 ,2016,357999.0,Automático,14.9,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 14179, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Hyundai , Elantra ,2016,248999.0,Automático,17.5,Gasolina,1.8,"{'nombre': 'Domicilio', 'precio': 9792, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Ford , Escape ,2017,296999.0,Automático,9.8,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Bmw , Serie 3 ,2018,566999.0,Automático,12.8,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Fiat , Uno ,2018,253999.0,Manual,14.7,Gasolina,1.4,"{'nombre': 'Domicilio', 'precio': 9763, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Seat , Ibiza ,2019,286999.0,Manual,15.9,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 11754, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Vento ,2019,245999.0,Manual,14.3,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 5855, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Jetta A7 ,2019,342999.0,Automático,15.9,Gasolina,1.4,"{'nombre': 'Domicilio', 'precio': 12390, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Dodge , Neon ,2018,249999.0,Automático,13.3,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Seat , Leon ,2018,313999.0,Automático,17.9,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Aveo ,2019,240999.0,Automático,16.7,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 13484, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Honda , Hr-V ,2018,373999.0,Automático,15.2,Gasolina,1.8,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mazda , Mazda 3 ,2018,311999.0,Manual,8.9,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Audi , A4 ,2018,464999.0,Automático,15.4,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 7660, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , Versa ,2019,266999.0,Automático,18.2,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Vento ,2020,280999.0,Automático,16.7,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Ford , Figo ,2017,189999.0,Automático,17.2,Gasolina,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Toyota , Prius ,2017,352999.0,Automático,31.3,Híbrido,1.8,"{'nombre': 'Domicilio', 'precio': 11740, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mazda , CX-5 ,2016,347999.0,Automático,10.0,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , Altima ,2018,332999.0,Automático,14.9,Gasolina,2.5,"{'nombre': 'Domicilio', 'precio': 13597, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mazda , Mazda 3 ,2018,333999.0,Automático,9.8,Gasolina,2.5,"{'nombre': 'Domicilio', 'precio': 12674, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Ford , Lobo ,2019,845999.0,Automático,8.8,Gasolina,5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Spark ,2017,182999.0,Manual,18.9,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Seat , Ibiza ,2016,256999.0,Manual,17.5,Gasolina,1.2,"{'nombre': 'Domicilio', 'precio': 11272, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mazda , Cx-3 ,2017,325999.0,Automático,15.4,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Kia , Sportage ,2017,370999.0,Automático,12.3,Gasolina,2.4,"{'nombre': 'Domicilio', 'precio': 9987, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mercedes Benz , Clase Gla ,2019,566999.0,Automático,13.5,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mazda , Mazda 3 ,2018,306999.0,Manual,8.9,Gasolina,2.5,"{'nombre': 'Domicilio', 'precio': 3531, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Honda , Accord ,2018,510999.0,Automático,9.9,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Ford , Edge ,2013,255999.0,Automático,9.7,Gasolina,3.5,"{'nombre': 'Domicilio', 'precio': 9693, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Jeep , Compass ,2016,286999.0,Automático,12.7,Gasolina,2.4,"{'nombre': 'Domicilio', 'precio': 11377, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mini , Cooper S ,2017,450999.0,Automático,13.3,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 3628, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Kia , Rio ,2020,272999.0,Manual,15.6,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Honda , CR-V ,2014,289999.0,Automático,9.7,Gasolina,2.4,"{'nombre': 'Domicilio', 'precio': 6869, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Infiniti , Q50 ,2015,309999.0,Automático,10.5,Gasolina,3.7,"{'nombre': 'Domicilio', 'precio': 4188, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Toyota , Corolla ,2016,227999.0,Automático,15.9,Híbrido,1.8,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Buick , Regal ,2017,390999.0,Automático,9.6,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 10455, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mercedes Benz , Clase C ,2014,329999.0,Automático,11.1,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 13361, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mercedes Benz , Clase Cla ,2018,594999.0,Automático,11.1,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Cavalier ,2019,247999.0,Manual,17.5,Gasolina,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Trax ,2018,337999.0,Automático,15.2,Gasolina,1.8,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Kia , Forte ,2019,282999.0,Manual,15.9,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , NP300 Frontier ,2019,464999.0,Manual,9.8,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , Versa ,2019,265999.0,Automático,18.2,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Spark ,2017,196999.0,Manual,17.9,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mercedes Benz , Clase C ,2018,602999.0,Automático,9.1,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Fiat , Argo ,2021,306999.0,Manual,15.9,Gasolina,1.4,"{'nombre': 'Domicilio', 'precio': 3973, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Toyota , RAV4 ,2017,369999.0,Automático,13.9,Híbrido,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Tiguan ,2017,345999.0,Automático,14.9,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 12694, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Polo ,2020,282999.0,Manual,14.5,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Audi , A3 ,2019,441999.0,Automático,14.3,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 5456, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Honda , Civic ,2018,358999.0,Automático,16.7,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 4735, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Seat , Toledo ,2018,256999.0,Manual,19.2,Gasolina,1,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Seat , Leon ,2017,418999.0,Automático,12.3,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 7238, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Chrysler , Town & Country ,2015,309999.0,Automático,7.8,Gasolina,4,"{'nombre': 'Domicilio', 'precio': 6616, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Suzuki , Vitara ,2018,340999.0,Automático,16.1,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Cavalier ,2019,246999.0,Manual,17.5,Gasolina,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , Kicks ,2018,297999.0,Automático,16.9,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 10490, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Ford , Figo ,2019,257999.0,Automático,17.2,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 13529, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Audi , A1 ,2016,279999.0,Manual,15.6,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Kia , Rio ,2020,283999.0,Automático,15.6,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Cavalier ,2019,237999.0,Manual,17.5,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 4508, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Kia , Forte ,2018,321999.0,Automático,13.2,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 9834, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mini , Cooper S ,2017,383999.0,Automático,13.3,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 7780, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , March ,2020,255999.0,Manual,16.1,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Seat , Ateca ,2018,423999.0,Automático,17.9,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Kia , Seltos ,2020,397999.0,Automático,14.6,Gasolina,1.4,"{'nombre': 'Domicilio', 'precio': 4425, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Bmw , X1 ,2018,539999.0,Automático,11.8,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 10413, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Hyundai , Elantra ,2015,242999.0,Automático,17.5,Gasolina,1.8,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Jetta A7 ,2019,346999.0,Automático,15.9,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mazda , CX-5 ,2016,355999.0,Automático,10.0,Gasolina,2.5,"{'nombre': 'Domicilio', 'precio': 7946, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Ford , Figo ,2016,210999.0,Automático,17.2,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 12845, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Golf A7 ,2017,344999.0,Automático,15.9,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mazda , Cx-3 ,2019,357999.0,Automático,15.4,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Ford , Figo ,2019,253999.0,Automático,17.2,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 9934, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , Sentra ,2015,211999.0,Automático,17.2,Gasolina,1.8,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Kia , Rio ,2018,250999.0,Automático,15.6,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Jeep , Renegade ,2018,416999.0,Automático,12.2,Gasolina,1.8,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Vento ,2018,232999.0,Manual,14.3,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 12861, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Honda , City ,2018,272999.0,Automático,18.2,Gasolina,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Audi , A7 ,2016,600999.0,Automático,11.5,Gasolina,3,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Jetta A7 ,2020,372999.0,Automático,15.9,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Kia , Rio ,2018,254999.0,Manual,15.6,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Hyundai , Santa Fe ,2017,424999.0,Automático,10.8,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , Versa ,2018,225999.0,Automático,18.2,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 3817, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Chevrolet , Spark ,2017,174999.0,Manual,17.9,Gasolina,1.4,"{'nombre': 'Domicilio', 'precio': 11810, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , X Trail ,2016,302999.0,Automático,13.2,Gasolina,2.5,"{'nombre': 'Domicilio', 'precio': 6862, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Seat , Ibiza ,2018,260999.0,Automático,15.9,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Gmc , Terrain ,2017,407999.0,Automático,9.0,Gasolina,3.6,"{'nombre': 'Domicilio', 'precio': 4946, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Toyota , Corolla ,2015,231999.0,Automático,15.9,Híbrido,1.8,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Gol ,2017,199999.0,Manual,17.9,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 7594, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Chevrolet , Trax ,2017,278999.0,Automático,15.2,Gasolina,1.8,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mercedes Benz , Clase E ,2016,407999.0,Automático,12.0,Gasolina,1.8,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Toyota , RAV4 ,2015,306999.0,Automático,14.5,Híbrido,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Toyota , Prius ,2017,360999.0,Automático,31.3,Híbrido,1.8,"{'nombre': 'Domicilio', 'precio': 13345, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mazda , Cx-3 ,2017,318999.0,Automático,15.4,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
